neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365,type,rating,bedroom,bed,bath
sterbro,55.7091,12.55998,Entire home/apt,750,4,2,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Valby,55.66384,12.49453,Entire home/apt,1400,3,6,6,Home in Copenhagen · ★,5.0,3.0,3.0,1.0
Nrrebro,55.69494,12.54645,Entire home/apt,1300,5,7,11,Rental unit in Copenhagen · ★,4.83,2.0,2.0,1.0
Nrrebro,55.69361,12.54698,Entire home/apt,900,3,1,0,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Amager Vest,55.66391,12.59682,Entire home/apt,1300,3,21,63,Rental unit in Copenhagen · ★,4.9,2.0,2.0,1.0
Amager st,55.65699,12.62159,Entire home/apt,775,2,23,34,Condo in Copenhagen · ★,4.7,1.0,1.0,1.0
Brnshj-Husum,55.705,12.48626,Entire home/apt,1400,5,2,0,Home in Copenhagen ·,1.5,3.0,3.0,5.0
Frederiksberg,55.69122,12.53252,Entire home/apt,1195,2,18,0,Rental unit in Frederiksberg · ★,4.78,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.67124,12.56579,Entire home/apt,1800,3,30,0,Condo in Copenhagen · ★,4.9,3.0,3.0,1.0
Vesterbro-Kongens Enghave,55.66577,12.5459,Entire home/apt,1104,2,33,10,Rental unit in Copenhagen · ★,4.64,2.0,2.0,1.0
Valby,55.6619,12.50449,Entire home/apt,1250,3,8,85,Condo in Valby · ★,4.88,3.0,3.0,5.0
Nrrebro,55.69134,12.56155,Entire home/apt,1000,1,5,0,Rental unit in Copenhagen · ★,4.8,1.0,1.0,1.0
Nrrebro,55.69548,12.54,Entire home/apt,800,5,40,295,Rental unit in Copenhagen · ★,4.92,1.0,1.0,1.0
Valby,55.66388,12.51736,Entire home/apt,900,3,5,36,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Nrrebro,55.69209,12.54453,Entire home/apt,550,6,21,0,Rental unit in Copenhagen · ★,4.86,1.0,1.0,5.0
Nrrebro,55.69098,12.55726,Entire home/apt,1700,2,2,82,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.6450076,12.552122,Entire home/apt,1300,2,1,34,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Nrrebro,55.69797,12.53963,Entire home/apt,1000,3,14,0,Condo in Copenhagen · ★,4.79,1.0,1.0,1.0
Vanlse,55.6936,12.48884,Entire home/apt,1250,7,7,26,Home in Copenhagen · ★,5.0,3.0,3.0,1.0
Vanlse,55.68668,12.48946,Entire home/apt,607,4,18,7,Condo in Copenhagen · ★,4.94,1.0,1.0,1.0
Amager st,55.66389,12.60417,Entire home/apt,786,2,13,0,Rental unit in Copenhagen · ★,4.92,1.0,1.0,1.0
sterbro,55.71316,12.5606,Entire home/apt,1500,3,12,90,Rental unit in Copenhagen · ★,4.5,1.0,1.0,1.0
Nrrebro,55.6920324,12.5590847,Entire home/apt,750,6,1,11,Condo in Copenhagen ·,,3.0,3.0,1.0
Frederiksberg,55.68354,12.52984,Entire home/apt,1050,3,5,3,Condo in Frederiksberg · ★,5.0,1.0,1.0,1.0
Amager st,55.66117,12.60769,Entire home/apt,790,5,13,0,Rental unit in Copenhagen · ★,4.92,1.0,1.0,1.0
Amager Vest,55.66357,12.57206,Entire home/apt,2100,3,7,0,Rental unit in Copenhagen · ★,4.2,1.0,1.0,1.0
sterbro,55.70398,12.5768,Entire home/apt,2804,3,11,31,Condo in Copenhagen · ★,5.0,3.0,3.0,1.0
Frederiksberg,55.69395,12.53055,Entire home/apt,834,4,28,0,Rental unit in Frederiksberg · ★,5.0,2.0,2.0,1.0
sterbro,55.70264,12.58309,Entire home/apt,1093,3,31,167,Rental unit in Copenhagen · ★,4.97,2.0,2.0,1.0
Nrrebro,55.6923309,12.5444796,Entire home/apt,929,4,1,15,Condo in Copenhagen ·,1.5,1.0,1.0,5.0
Amager st,55.6662392996146,12.621203251183037,Entire home/apt,1350,7,0,83,Condo in Copenhagen ·,1.5,1.0,1.0,5.0
Bispebjerg,55.70762,12.51394,Entire home/apt,2227,2,9,0,Rental unit in Copenhagen · ★,4.89,3.0,3.0,1.0
Vesterbro-Kongens Enghave,55.65238,12.54273,Entire home/apt,450,150,0,0,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Indre By,55.68422,12.57052,Private room,298,90,5,0,Tiny home in Copenhagen · ★,5.0,1.0,1.0,
Indre By,55.68147,12.57882,Private room,514,1,73,0,Rental unit in Copenhagen · ★,4.86,1.0,1.0,
Amager Vest,55.65578,12.60196,Entire home/apt,870,5,20,63,Rental unit in Copenhagen · ★,4.6,1.0,1.0,1.0
Vanlse,55.68031,12.48542,Private room,300,2,14,0,Villa in Copenhagen · ★,4.86,1.0,1.0,5.0
sterbro,55.697193,12.597692,Entire home/apt,1100,4,10,10,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Vanlse,55.68392,12.49207,Entire home/apt,475,2,10,0,Condo in Copenhagen · ★,4.9,1.0,1.0,1.0
Amager Vest,55.66561,12.58236,Entire home/apt,1600,3,22,125,Rental unit in Copenhagen · ★,4.86,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.64945,12.54939,Entire home/apt,1378,2,52,161,Condo in Copenhagen · ★,4.81,1.0,1.0,1.0
Nrrebro,55.6923,12.56207,Entire home/apt,1100,5,7,0,Rental unit in Copenhagen · ★,5.0,2.0,2.0,1.0
Frederiksberg,55.67423,12.54466,Entire home/apt,1199,1,17,2,Rental unit in Frederiksberg · ★,4.88,2.0,2.0,1.0
Amager Vest,55.66089,12.58425,Entire home/apt,700,7,0,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Indre By,55.6727,12.58879,Entire home/apt,1690,1,16,0,Rental unit in Copenhagen · ★,4.44,2.0,2.0,1.0
Amager Vest,55.61656,12.57241,Entire home/apt,1131,3,23,94,Condo in Copenhagen · ★,5.0,1.0,1.0,1.0
Nrrebro,55.68971,12.56304,Entire home/apt,600,3,23,0,Rental unit in Copenhagen · ★,4.87,1.0,1.0,
Nrrebro,55.68656,12.54707,Entire home/apt,1200,4,38,10,Rental unit in Copenhagen · ★,4.58,1.0,1.0,1.0
Valby,55.67138,12.48158,Private room,200,2,5,1,Condo in Copenhagen · ★,5.0,,1.0,
Frederiksberg,55.67347,12.54468,Entire home/apt,486,10,53,0,Rental unit in København V · ★,4.85,1.0,1.0,1.0
Nrrebro,55.69016,12.55786,Entire home/apt,890,4,34,157,Rental unit in Copenhagen · ★,4.94,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66683,12.55382,Entire home/apt,1500,7,2,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.67160362484228,12.56322503480698,Private room,600,3,36,0,Rental unit in Copenhagen · ★,4.92,1.0,1.0,
Vesterbro-Kongens Enghave,55.66489,12.55139,Entire home/apt,960,2,22,211,Rental unit in Copenhagen · ★,4.7,1.0,1.0,1.0
Nrrebro,55.69389,12.54566,Private room,699,3,43,36,Rental unit in Copenhagen · ★,4.98,1.0,1.0,
Nrrebro,55.698792,12.540382,Entire home/apt,755,3,12,354,Rental unit in Copenhagen · ★,4.58,1.0,1.0,1.0
Frederiksberg,55.68713,12.53123,Entire home/apt,1499,7,33,24,Rental unit in Frederiksberg · ★,4.94,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.67011642456055,12.55946922302246,Entire home/apt,1500,3,6,4,Condo in Copenhagen · ★,5.0,2.0,2.0,1.0
sterbro,55.70759,12.58167,Entire home/apt,950,2,3,184,Rental unit in Copenhagen · ★,4.67,3.0,3.0,1.0
Amager Vest,55.64706,12.59425,Entire home/apt,1095,2,12,5,Home in Copenhagen · ★,4.92,2.0,2.0,1.0
Nrrebro,55.6891,12.54409,Entire home/apt,800,3,45,0,Rental unit in Copenhagen · ★,4.96,1.0,1.0,1.0
Nrrebro,55.68624,12.55251,Entire home/apt,769,3,47,0,Rental unit in Copenhagen · ★,4.57,1.0,1.0,1.0
Nrrebro,55.70529,12.54815,Entire home/apt,500,5,9,13,Condo in Copenhagen · ★,4.78,1.0,1.0,1.0
sterbro,55.70777,12.58408,Private room,350,7,43,0,Condo in Copenhagen · ★,4.57,1.0,1.0,
Amager st,55.66069,12.62236,Entire home/apt,550,2,41,0,Rental unit in Copenhagen · ★,4.85,1.0,1.0,1.0
Nrrebro,55.69425,12.55362,Entire home/apt,1687,4,7,0,Condo in Copenhagen · ★,5.0,3.0,3.0,2.0
sterbro,55.69419,12.57228,Entire home/apt,1400,4,0,0,Condo in Copenhagen ·,,2.0,2.0,1.0
Frederiksberg,55.68748,12.53921,Entire home/apt,1100,5,5,178,Rental unit in Frederiksberg · ★,4.8,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.67122,12.54347,Entire home/apt,1100,4,25,263,Condo in Frederiksberg · ★,4.68,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66967,12.55574,Private room,766,4,25,2,Rental unit in Copenhagen · ★,4.6,1.0,1.0,
Frederiksberg,55.68394,12.53307,Entire home/apt,606,1,9,0,Rental unit in Frederiksberg · ★,4.44,1.0,1.0,
Indre By,55.68587,12.58835,Entire home/apt,1400,3,0,0,Rental unit in Copenhagen ·,,4.0,4.0,1.0
Indre By,55.68908,12.57045,Entire home/apt,1000,18,29,58,Condo in Copenhagen · ★,4.79,1.0,1.0,1.0
Bispebjerg,55.70225,12.5297,Entire home/apt,1100,3,10,0,Rental unit in Copenhagen · ★,4.6,1.0,1.0,1.0
Nrrebro,55.69225,12.54646,Entire home/apt,1010,5,18,0,Rental unit in Copenhagen · ★,4.94,1.0,1.0,1.0
Nrrebro,55.70141,12.5537,Entire home/apt,950,3,4,0,Rental unit in Copenhagen · ★,4.75,1.0,1.0,1.0
Bispebjerg,55.70261,12.53746,Entire home/apt,1400,1,83,324,Condo in Copenhagen · ★,4.51,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66752,12.54931,Entire home/apt,999,2,5,0,Rental unit in Copenhagen · ★,4.8,1.0,1.0,1.0
sterbro,55.70643,12.58104,Entire home/apt,714,1,46,286,Rental unit in Copenhagen · ★,4.6,1.0,1.0,1.0
Valby,55.66055,12.51202,Entire home/apt,1000,1,10,362,Condo in Copenhagen · ★,4.6,1.0,1.0,1.0
Frederiksberg,55.68065,12.55374,Entire home/apt,2000,5,21,0,Rental unit in Frederiksberg · ★,4.76,3.0,3.0,1.0
Nrrebro,55.70007,12.55124,Entire home/apt,1071,2,23,1,Loft in Copenhagen · ★,4.65,2.0,2.0,1.0
Brnshj-Husum,55.70244,12.49488,Entire home/apt,711,2,15,6,Rental unit in Copenhagen · ★,4.8,1.0,1.0,1.0
Bispebjerg,55.70534,12.5357,Entire home/apt,955,2,7,324,Rental unit in Copenhagen · ★,4.71,1.0,1.0,1.0
Nrrebro,55.69339,12.5412,Entire home/apt,1200,7,8,362,Rental unit in Copenhagen · ★,4.88,1.0,1.0,1.0
sterbro,55.70945,12.56044,Entire home/apt,1100,4,1,12,Condo in Copenhagen ·,1.5,2.0,2.0,5.0
Nrrebro,55.6994,12.53916,Entire home/apt,887,3,25,364,Rental unit in Copenhagen · ★,4.83,1.0,1.0,1.0
Indre By,55.68293,12.59244,Entire home/apt,4932,1,217,273,Rental unit in Copenhagen · ★,4.9,4.0,4.0,2.0
Amager st,55.6492,12.61322,Entire home/apt,4450,5,4,358,Townhouse in Copenhagen · ★,4.0,3.0,3.0,5.0
sterbro,55.70589,12.58394,Entire home/apt,850,3,5,361,Rental unit in Copenhagen · ★,4.8,1.0,1.0,1.0
Amager Vest,55.65756,12.56701,Entire home/apt,1500,2,15,0,Condo in Copenhagen · ★,4.71,2.0,2.0,1.0
sterbro,55.70649,12.57979,Entire home/apt,800,3,21,0,Rental unit in Copenhagen · ★,4.9,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.67201,12.56374,Entire home/apt,1000,3,31,0,Rental unit in Copenhagen · ★,4.68,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.6644,12.55176,Entire home/apt,1100,2,21,9,Rental unit in Copenhagen · ★,4.95,1.0,1.0,1.0
Nrrebro,55.69854,12.54705,Entire home/apt,1043,4,10,251,Rental unit in Copenhagen · ★,4.4,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.65711,12.54866,Entire home/apt,10800,2,4,89,Rental unit in København SV · ★,5.0,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.66614,12.54137,Entire home/apt,750,5,23,0,Rental unit in Copenhagen · ★,4.83,1.0,1.0,1.0
Frederiksberg,55.68158,12.54874,Entire home/apt,1800,5,13,0,Rental unit in Frederiksberg · ★,4.92,3.0,3.0,5.0
Indre By,55.68561,12.61516,Entire home/apt,1000,2,24,12,Townhouse in Copenhagen · ★,4.91,1.0,1.0,5.0
Vanlse,55.68052,12.49121,Entire home/apt,750,2,8,0,Rental unit in Copenhagen · ★,4.88,1.0,1.0,1.0
Brnshj-Husum,55.7007,12.49102,Shared room,359,1,0,0,Bungalow in Copenhagen ·,,1.0,1.0,
Indre By,55.69653,12.58393,Private room,929,2,58,133,Rental unit in Copenhagen · ★,4.97,1.0,1.0,
Bispebjerg,55.70066,12.53638,Entire home/apt,1000,4,3,15,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66609,12.55513,Entire home/apt,850,9,17,9,Rental unit in Copenhagen · ★,4.86,1.0,1.0,1.0
Bispebjerg,55.70274,12.5279,Entire home/apt,500,2,1,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Amager Vest,55.63886,12.59577,Entire home/apt,1200,4,7,16,Townhouse in Copenhagen · ★,4.86,3.0,3.0,1.0
Amager st,55.65535883535424,12.625915993950484,Entire home/apt,1094,1,6,41,Townhouse in Copenhagen · ★,4.83,5.0,5.0,1.0
Valby,55.665295,12.517709,Entire home/apt,489,1,30,4,Rental unit in Copenhagen · ★,4.9,1.0,1.0,1.0
Amager st,55.65828,12.60854,Entire home/apt,1029,1,7,1,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Amager Vest,55.63236,12.58254,Entire home/apt,1117,2,0,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Frederiksberg,55.68749,12.52973,Entire home/apt,850,20,0,0,Rental unit in Frederiksberg ·,,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.65702,12.5392,Entire home/apt,829,4,10,7,Loft in Copenhagen · ★,5.0,1.0,1.0,1.0
Nrrebro,55.7008,12.54893,Entire home/apt,700,5,18,0,Rental unit in Copenhagen · ★,4.67,3.0,3.0,1.0
Nrrebro,55.69145,12.55597,Entire home/apt,1500,2,5,255,Rental unit in Copenhagen · ★,4.8,2.0,2.0,1.0
Bispebjerg,55.70202,12.52417,Entire home/apt,890,3,6,0,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Nrrebro,55.691479,12.562873,Entire home/apt,1850,5,0,0,Rental unit in Copenhagen ·,,3.0,3.0,1.0
Amager Vest,55.65506,12.56716,Entire home/apt,1600,4,2,0,Townhouse in Copenhagen ·,,3.0,3.0,1.0
Amager Vest,55.63415,12.57585,Entire home/apt,800,2,31,0,Rental unit in Copenhagen · ★,4.83,2.0,2.0,1.0
Amager Vest,55.65298,12.56507,Entire home/apt,960,2,3,0,Rental unit in Copenhagen · ★,5.0,3.0,3.0,1.0
Bispebjerg,55.70366,12.52805,Entire home/apt,647,3,19,0,Rental unit in Copenhagen · ★,4.84,1.0,1.0,2.0
sterbro,55.70167,12.58428,Entire home/apt,1129,2,54,37,Rental unit in Copenhagen · ★,4.76,1.0,1.0,1.0
Indre By,55.68447,12.59033,Private room,400,1,131,45,Rental unit in Denmark · ★,4.81,2.0,2.0,
Indre By,55.67205,12.59443,Entire home/apt,1200,4,28,0,Condo in Copenhagen · ★,4.96,3.0,3.0,1.0
Vesterbro-Kongens Enghave,55.6697,12.53811,Entire home/apt,1000,90,4,89,Rental unit in Frederiksberg · ★,4.5,2.0,2.0,1.0
Indre By,55.67703,12.59878,Entire home/apt,665,4,10,0,Rental unit in Copenhagen · ★,4.9,1.0,1.0,1.0
sterbro,55.70766,12.58419,Entire home/apt,1656,4,22,0,Rental unit in Copenhagen · ★,4.95,1.0,1.0,1.0
Nrrebro,55.68951,12.56282,Entire home/apt,1150,5,5,0,Rental unit in Copenhagen · ★,5.0,3.0,3.0,1.0
Indre By,55.67711,12.599,Entire home/apt,1000,4,0,0,Rental unit in Copenhagen ·,,4.0,4.0,1.0
sterbro,55.70293,12.58202,Entire home/apt,1186,2,24,18,Rental unit in Copenhagen · ★,4.96,1.0,1.0,5.0
Valby,55.67336,12.49177,Private room,550,3,5,0,Rental unit in Copenhagen · ★,4.8,2.0,2.0,
Indre By,55.68428,12.56819,Entire home/apt,1200,3,5,0,Condo in Copenhagen · ★,5.0,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.66571,12.54841,Entire home/apt,1499,3,6,15,Rental unit in Copenhagen · ★,4.83,1.0,1.0,5.0
Valby,55.67497,12.48802,Entire home/apt,1124,4,12,1,Home in Copenhagen · ★,4.83,4.0,4.0,5.0
Nrrebro,55.70134,12.54369,Entire home/apt,850,5,34,229,Condo in Copenhagen · ★,4.91,,1.0,1.0
Indre By,55.68146,12.58962,Entire home/apt,1500,6,43,113,Rental unit in Copenhagen · ★,4.9,1.0,1.0,1.0
Amager Vest,55.65338,12.61073,Entire home/apt,680,2,24,1,Condo in Copenhagen · ★,4.63,1.0,1.0,1.0
Frederiksberg,55.68764,12.52793,Entire home/apt,1500,3,28,163,Rental unit in Frederiksberg · ★,4.7,1.0,1.0,1.0
Amager st,55.66779,12.59754,Entire home/apt,1100,2,19,57,Rental unit in Copenhagen · ★,4.79,2.0,2.0,1.0
sterbro,55.69766,12.58236,Entire home/apt,1200,3,17,0,Rental unit in Copenhagen · ★,4.76,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.64636,12.54952,Entire home/apt,800,2,19,112,Rental unit in Copenhagen · ★,4.83,1.0,1.0,1.0
sterbro,55.70702,12.5906,Entire home/apt,1375,3,15,318,Rental unit in Copenhagen · ★,4.8,1.0,1.0,1.0
sterbro,55.71101,12.56748,Entire home/apt,595,3,4,0,Rental unit in Copenhagen · ★,4.75,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66478,12.54793,Entire home/apt,650,2,41,0,Rental unit in Copenhagen · ★,4.95,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.64683,12.54855,Entire home/apt,495,5,9,0,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
sterbro,55.70055,12.5878,Entire home/apt,850,7,4,56,Rental unit in Copenhagen · ★,4.25,1.0,1.0,1.0
Valby,55.66591,12.51869,Entire home/apt,1000,2,42,9,Rental unit in Copenhagen · ★,4.9,2.0,2.0,1.0
Amager Vest,55.62057876586914,12.570982933044434,Entire home/apt,2806,1,1,327,Rental unit in Copenhagen S ·,,3.0,3.0,1.0
Nrrebro,55.69275,12.55747,Entire home/apt,800,3,41,0,Condo in Copenhagen · ★,4.83,1.0,1.0,1.0
Indre By,55.67853,12.57719,Entire home/apt,1000,2,26,0,Condo in Copenhagen · ★,4.92,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.67182,12.5528,Private room,550,18,10,33,Rental unit in Copenhagen · ★,4.6,1.0,1.0,
Bispebjerg,55.70329,12.52553,Private room,300,14,4,31,Rental unit in Copenhagen · ★,5.0,1.0,1.0,
Indre By,55.67746,12.58905,Entire home/apt,1700,4,29,8,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Frederiksberg,55.67909,12.55585,Entire home/apt,1175,3,2,0,Condo in Frederiksberg ·,,2.0,2.0,1.0
Vanlse,55.69195,12.50139,Entire home/apt,1100,3,7,24,Rental unit in Copenhagen · ★,4.83,1.0,1.0,1.0
Amager Vest,55.66387,12.58148,Entire home/apt,507,5,21,0,Rental unit in Copenhagen · ★,4.81,2.0,2.0,1.0
Nrrebro,55.68728,12.56249,Entire home/apt,1200,3,7,0,Condo in Copenhagen · ★,4.71,1.0,1.0,1.0
Nrrebro,55.69902,12.54529,Entire home/apt,1299,5,15,364,Rental unit in Copenhagen · ★,4.53,2.0,2.0,1.0
Nrrebro,55.69189,12.54719,Entire home/apt,950,5,22,0,Rental unit in Copenhagen · ★,4.91,2.0,2.0,1.0
Indre By,55.67707,12.57542,Entire home/apt,975,1,8,0,Rental unit in Copenhagen · ★,4.88,1.0,1.0,1.0
Amager Vest,55.66436,12.59629,Entire home/apt,750,1,43,0,Rental unit in Copenhagen · ★,4.79,1.0,1.0,1.0
Nrrebro,55.6921,12.56475,Entire home/apt,850,2,20,211,Rental unit in Copenhagen · ★,4.6,1.0,1.0,
Amager st,55.65472,12.61568,Entire home/apt,1075,1,77,28,Rental unit in Copenhagen · ★,4.93,1.0,1.0,1.0
Nrrebro,55.68672,12.55813,Entire home/apt,1500,2,42,7,Rental unit in Copenhagen · ★,4.86,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.67135,12.54586,Entire home/apt,1500,4,29,13,Rental unit in Copenhagen · ★,4.79,1.0,1.0,1.0
Nrrebro,55.69206,12.55928,Entire home/apt,700,20,6,59,Rental unit in Copenhagen · ★,4.67,2.0,2.0,1.0
Frederiksberg,55.6821574,12.5189761,Entire home/apt,1029,2,15,19,Rental unit in Frederiksberg · ★,5.0,1.0,1.0,1.0
Indre By,55.67185,12.57607,Entire home/apt,1450,2,17,0,Rental unit in Copenhagen · ★,5.0,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.67136,12.54861,Entire home/apt,1300,5,12,14,Condo in Copenhagen · ★,4.83,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66353,12.54705,Private room,593,2,109,0,Rental unit in Copenhagen · ★,4.82,2.0,2.0,
Frederiksberg,55.68514,12.51987,Entire home/apt,995,3,11,15,Rental unit in Frederiksberg · ★,4.89,1.0,1.0,1.0
Amager st,55.65223,12.62063,Entire home/apt,480,13,15,3,Rental unit in Copenhagen · ★,4.87,1.0,1.0,1.0
Indre By,55.69446,12.57705,Entire home/apt,550,4,7,0,Rental unit in Copenhagen · ★,4.86,1.0,1.0,1.0
Indre By,55.67992,12.57529,Entire home/apt,3357,2,97,45,Serviced apartment in Copenhagen · ★,4.23,3.0,3.0,1.0
Indre By,55.69644,12.57853,Entire home/apt,2150,4,1,65,Condo in Copenhagen ·,1.5,3.0,3.0,5.0
Valby,55.6492,12.49298,Entire home/apt,1300,2,36,2,Home in Copenhagen · ★,4.83,4.0,4.0,5.0
Nrrebro,55.69322,12.55499,Entire home/apt,1000,4,6,0,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
sterbro,55.70345,12.58258,Private room,625,3,20,42,Condo in Copenhagen · ★,4.95,1.0,1.0,
Indre By,55.68982,12.5765,Entire home/apt,1714,2,41,4,Rental unit in Copenhagen · ★,4.9,3.0,3.0,1.0
Indre By,55.67727,12.57191,Entire home/apt,1203,2,305,214,Condo in Copenhagen · ★,4.84,1.0,1.0,1.0
Amager Vest,55.66223,12.59734,Entire home/apt,1044,2,0,24,Rental unit in Copenhagen · Studio ·,,,2.0,1.0
Vesterbro-Kongens Enghave,55.66887,12.54671,Entire home/apt,750,4,11,22,Rental unit in Copenhagen · ★,4.82,1.0,1.0,
Indre By,55.67791,12.56994,Entire home/apt,2270,3,39,21,Rental unit in Copenhagen · ★,4.87,3.0,3.0,5.0
Vanlse,55.69012,12.49032,Entire home/apt,506,4,252,105,Condo in Copenhagen · ★,4.74,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.67377,12.55118,Private room,311,3,11,0,Rental unit in Copenhagen · ★,4.73,1.0,1.0,
sterbro,55.70087,12.58304,Entire home/apt,929,2,14,0,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Indre By,55.67051,12.57606,Entire home/apt,2157,2,59,68,Rental unit in Copenhagen · ★,4.9,2.0,2.0,1.0
Bispebjerg,55.70359,12.53543,Entire home/apt,1200,7,21,184,Condo in Copenhagen · ★,5.0,3.0,3.0,1.0
Frederiksberg,55.69511,12.53315,Entire home/apt,650,6,19,18,Condo in Frederiksberg · ★,4.68,1.0,1.0,1.0
Indre By,55.68304,12.58685,Entire home/apt,3635,1,129,302,Townhouse in Copenhagen · ★,4.76,4.0,4.0,2.0
Amager Vest,55.66002,12.56929,Entire home/apt,1200,4,8,342,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Amager st,55.65938,12.61739,Entire home/apt,3000,4,1,0,Home in Copenhagen ·,,2.0,2.0,1.0
Nrrebro,55.69876,12.55347,Entire home/apt,759,7,23,22,Rental unit in Copenhagen · ★,4.96,,1.0,1.0
Amager st,55.6505,12.63164,Entire home/apt,1495,2,9,0,Home in Copenhagen · ★,4.57,3.0,3.0,1.0
sterbro,55.70834,12.56721,Entire home/apt,2079,3,8,33,Condo in Copenhagen · ★,4.88,2.0,2.0,1.0
Indre By,55.68099,12.59197,Entire home/apt,2300,2,16,363,Rental unit in Copenhagen · ★,4.64,1.0,1.0,5.0
Frederiksberg,55.67944,12.51479,Entire home/apt,840,5,4,0,Rental unit in Frederiksberg · ★,5.0,2.0,2.0,1.0
Bispebjerg,55.69748,12.53263,Entire home/apt,890,2,26,0,Condo in Copenhagen · ★,4.69,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66701,12.55599,Entire home/apt,1492,2,16,20,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.67152,12.54533,Entire home/apt,995,3,23,0,Rental unit in Copenhagen · ★,4.78,2.0,2.0,1.0
sterbro,55.70623,12.58439,Entire home/apt,1300,2,9,79,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Amager st,55.66308,12.60658,Entire home/apt,650,2,0,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Frederiksberg,55.68499,12.54804,Entire home/apt,1000,2,14,3,Condo in Frederiksberg · ★,4.93,2.0,2.0,1.0
Bispebjerg,55.69852,12.53658,Entire home/apt,750,1,19,0,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Nrrebro,55.69111,12.55876,Entire home/apt,700,7,4,32,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Frederiksberg,55.69375,12.53442,Entire home/apt,1200,2,30,223,Rental unit in Frederiksberg · ★,4.71,1.0,1.0,1.0
Amager Vest,55.66613,12.5837,Entire home/apt,1100,2,11,0,Rental unit in Copenhagen · ★,4.91,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.67166,12.55351,Entire home/apt,1100,4,27,9,Rental unit in Copenhagen V · ★,4.93,1.0,1.0,1.0
sterbro,55.70328,12.57958,Entire home/apt,1100,3,6,0,Condo in Copenhagen · ★,4.83,1.0,1.0,1.0
sterbro,55.70658,12.58103,Entire home/apt,1571,1,6,183,Rental unit in Copenhagen · ★,5.0,3.0,3.0,1.0
Vesterbro-Kongens Enghave,55.6669,12.52952,Entire home/apt,1200,4,8,38,Rental unit in København V · ★,5.0,3.0,3.0,2.0
Frederiksberg,55.69399,12.53546,Entire home/apt,598,3,1,5,Rental unit in Frederiksberg ·,,1.0,1.0,1.0
Valby,55.67654,12.48604,Entire home/apt,700,4,43,2,Rental unit in Copenhagen · ★,4.93,1.0,1.0,1.0
Amager st,55.65382,12.6236,Entire home/apt,1200,4,3,0,Home in Copenhagen · ★,5.0,4.0,4.0,1.0
Indre By,55.6917,12.57663,Entire home/apt,800,21,1,9,Condo in Copenhagen ·,,1.0,1.0,1.0
